player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,nationality,tm_position,tm_photo,fl_pos,fl_pos2,fl_group,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,team_goals_against,team_ga_per_game,team_defense_score,team_goals_for,team_gf_per_game,team_attack_score,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes
Maxim De Cuyper,Brighton,"DF,MF",24,1415,0.13,0.19,0.83,0.38,4.904,0.701,0.637,1.146,1.338,0.064,22000000.0,Belgium,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/429915-1733899691.jpg?lm=1,LB,LM,LB,maxim de cuyper,2030-06-30,429915.0,2026-07-09T08:39:47,2025-07-05,,0.111,0.111,0.299,2.04,0.829,0.436,2,3,,,46,1.2105263157894737,0.6041666666666666,52,1.368421052631579,0.5000000000000001,6.86,84.25,31.71,44.44,41.18,52.17,32.26,52.58,47.66,2.058212058212058,0.5613305613305613,1.7463617463617462,0.2494802494802494,0.1247401247401247,0.7484407484407484,4.241164241164241,0.6237006237006236,0.7484407484407484,3.1808731808731805,0.0623700623700623,0.5613305613305613,0.4365904365904365,8.41995841995842,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1443.0
Nehemiah Oriola,Brighton,MF,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,England,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/914269-1761083028.jpg?lm=1,LW,,LW,nehemiah oriola,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,46,1.2105263157894737,0.6041666666666666,52,1.368421052631579,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Olivier Boscagli,Brighton,DF,27,802,0.0,0.11,0.11,0.0,1.685,1.798,1.236,0.787,1.124,0.0,15000000.0,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/318508-1763637922.jpg?lm=1,CB,LB,CB,olivier boscagli,2030-06-30,318508.0,2026-07-09T08:39:47,2025-07-02,,0.002,0.002,0.017,0.337,0.112,0.398,0,1,,,46,1.2105263157894737,0.6041666666666666,52,1.368421052631579,0.5000000000000001,6.97,86.47,41.03,33.33,100.0,56.25,56.67,69.05,63.89,0.4395604395604395,0.0,4.615384615384616,0.0,0.2197802197802197,1.978021978021978,5.934065934065934,1.868131868131868,0.989010989010989,3.186813186813187,0.0,0.2197802197802197,0.2197802197802197,10.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,819.0
Pascal Groß,Brighton,MF,34,1636,0.06,0.17,0.99,0.5,6.538,0.604,0.934,0.934,0.659,0.22,2500000.0,Germany,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/82873-1746195832.jpg?lm=1,BX,RB,CM,pascal gross,2027-06-30,82873.0,2026-07-09T08:39:47,2026-01-02,,0.069,0.069,0.181,2.147,0.991,0.551,1,3,,,46,1.2105263157894737,0.6041666666666666,52,1.368421052631579,0.5000000000000001,7.06,85.93,47.37,33.61,43.75,62.07,43.33,47.52,46.56,2.145476772616137,0.2750611246943765,1.3202933985330074,0.3300733496332518,0.2200488997555012,0.6601466992665037,4.180929095354523,0.715158924205379,0.9902200488997556,2.640586797066015,0.0550122249388753,0.9352078239608802,0.3850855745721271,14.743276283618584,0.0,5.0,0.0,0.0,0.0,0.0,19.0,1636.0
Solly March,Brighton,MF,31,41,0.0,0.0,2.2,2.2,8.0,0.0,4.0,0.0,2.0,0.0,1000000.0,England,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/209212-1682348330.jpeg?lm=1,RW,,RW,solly march,2026-06-30,209212.0,2026-06-19T14:17:40,2013-07-01,,0.159,0.159,0.0,0.0,2.812,0.404,0,0,,,46,1.2105263157894737,0.6041666666666666,52,1.368421052631579,0.5000000000000001,6.6,75.0,100.0,0.0,0.0,100.0,0.0,50.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,3.0,4.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.0
Stefanos Tzimas,Brighton,FW,19,139,0.65,0.65,2.59,0.65,0.667,0.0,0.667,2.667,0.667,0.667,18000000.0,Greece,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/950091-1722955946.jpg?lm=1,ST,,ST,stefanos tzimas,2030-06-30,950091.0,2026-07-09T08:39:47,2025-02-03,,0.507,0.507,0.312,4.865,3.243,0.655,1,1,,,46,1.2105263157894737,0.6041666666666666,52,1.368421052631579,0.5000000000000001,6.62,70.83,0.0,0.0,50.0,66.67,0.0,23.81,21.74,3.292682926829269,0.0,0.5487804878048781,0.5487804878048781,0.5487804878048781,0.0,5.487804878048781,0.0,1.0975609756097562,2.7439024390243905,0.0,1.0975609756097562,0.5487804878048781,3.292682926829269,0.0,0.0,0.0,0.0,0.0,0.0,9.0,164.0
Tom Watson,Brighton,MF,19,62,0.0,0.0,1.45,1.45,0.0,0.0,1.429,4.286,0.0,0.0,7000000.0,England,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/933018-1739871162.jpg?lm=1,LW,,LW,tom watson,2029-06-30,933018.0,2026-07-09T08:39:47,2025-07-01,,0.051,0.051,0.0,0.0,2.045,0.051,0,0,,,46,1.2105263157894737,0.6041666666666666,52,1.368421052631579,0.5000000000000001,6.5,73.68,66.67,0.0,0.0,100.0,0.0,20.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,4.931506849315069,0.0,1.2328767123287672,1.2328767123287672,0.0,0.0,0.0,7.397260273972603,0.0,0.0,0.0,0.0,0.0,0.0,6.0,73.0
Yankuba Minteh,Brighton,MF,21,2391,0.11,0.15,1.54,0.41,5.977,0.564,1.391,1.203,0.827,0.376,45000000.0,The Gambia,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/1012534-1694774813.jpg?lm=1,RW,,RW,yankuba minteh,2029-06-30,1012534.0,2026-07-09T08:39:47,2024-07-01,,0.177,0.177,0.218,1.643,1.531,0.613,3,4,,,46,1.2105263157894737,0.6041666666666666,52,1.368421052631579,0.5000000000000001,6.86,67.94,48.39,23.27,53.72,66.07,37.25,50.18,48.21,1.726438698915763,0.4128440366972477,0.6005004170141784,0.5629691409507923,0.0,0.6380316930775646,3.5654712260216845,0.713094245204337,1.3886572143452878,5.36697247706422,0.0375312760633861,0.713094245204337,2.4395329441201,7.731442869057547,0.0,2.0,0.0,0.0,0.0,0.0,34.0,2398.0
Yasin Ayari,Brighton,MF,21,1929,0.14,0.14,1.91,0.47,1.121,1.215,1.168,1.121,1.308,0.0,35000000.0,Sweden,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/667287-1746438362.jpg?lm=1,BX,,CM,yasin ayari,2027-06-30,667287.0,2026-07-09T08:39:47,2023-01-30,,0.099,0.099,0.066,0.704,1.924,0.371,3,3,,,46,1.2105263157894737,0.6041666666666666,52,1.368421052631579,0.5000000000000001,6.78,86.09,58.82,20.83,37.5,51.06,34.62,49.21,47.44,0.7418856259659969,0.0927357032457496,1.1128284389489953,0.5100463678516228,0.1854714064914992,1.205564142194745,5.749613601236476,0.4173106646058732,1.1128284389489953,4.312210200927357,0.1854714064914992,0.6491499227202473,0.8346213292117465,6.676970633693972,0.0,6.0,0.0,0.0,0.0,0.0,29.0,1941.0
Armando Broja,Burnley,FW,23,860,0.1,0.1,1.67,0.63,0.312,0.312,0.312,1.458,1.667,0.625,5000000.0,Albania,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/571743-1662362376.jpg?lm=1,ST,,ST,armando broja,2030-06-30,571743.0,2026-07-09T08:39:51,2025-08-08,,0.276,0.276,0.067,0.547,1.752,0.294,1,1,,,75,1.973684210526316,0.0,38,1.0,0.22,6.41,69.54,100.0,33.33,33.33,50.0,31.53,35.71,33.33,0.5148741418764302,0.102974828375286,0.9267734553775744,0.8237986270022883,0.0,0.3089244851258581,2.677345537757437,3.604118993135012,0.3089244851258581,3.0892448512585813,0.0,0.6178489702517163,0.8237986270022883,5.354691075514874,0.0,0.0,0.0,0.0,0.0,0.0,24.0,874.0
Ashley Barnes,Burnley,"FW,MF",35,47,0.0,0.0,3.83,1.91,0.0,0.0,0.0,4.0,4.0,4.0,150000.0,England,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/63200-1730035902.jpg?lm=1,ST,LW,ST,ashley barnes,2026-06-30,63200.0,2026-07-07T08:38:34,2025-01-02,,1.516,1.516,0.0,0.0,7.2,0.415,0,0,,,75,1.973684210526316,0.0,38,1.0,0.22,6.43,30.77,0.0,0.0,100.0,0.0,50.0,40.0,47.62,0.0,0.0,0.0,0.9782608695652176,0.0,0.0,1.956521739130435,7.82608695652174,0.0,1.956521739130435,0.0,0.0,0.9782608695652176,2.9347826086956523,0.0,0.0,0.0,0.0,0.0,0.0,7.0,92.0
Axel Tuanzebe,Burnley,DF,27,1201,0.07,0.0,0.15,0.07,0.075,0.902,0.602,0.977,0.15,0.075,5000000.0,DR Congo,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/342046-1774470130.jpg?lm=1,CB,RB,CB,axel tuanzebe,2025-07-01,342046.0,2026-07-07T08:38:34,2025-07-01,RENEW,0.042,0.042,0.0,0.0,0.149,0.207,1,0,,,75,1.973684210526316,0.0,38,1.0,0.22,6.53,84.53,33.85,0.0,0.0,57.14,47.83,47.06,47.5,0.0,0.0,6.214642262895175,0.0,0.8236272878535773,0.8236272878535773,2.995008319467554,1.6472545757071546,0.5990016638935108,1.1980033277870217,0.2246256239600665,0.0,0.0,2.321131447587354,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1202.0
Bashir Humphreys,Burnley,"DF,MF",22,1578,0.0,0.0,0.51,0.17,0.971,0.629,0.971,0.8,0.571,0.114,12000000.0,England,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/612517-1687952102.jpg?lm=1,CB,,CB,bashir humphreys,2029-06-30,612517.0,2026-07-09T08:39:51,2025-07-01,,0.03,0.03,0.049,0.511,0.511,0.19,0,0,,,75,1.973684210526316,0.0,38,1.0,0.22,6.85,81.9,40.16,16.67,50.0,66.67,44.83,50.0,47.92,0.5133079847908745,0.0570342205323193,4.7908745247148286,0.2281368821292775,1.0836501901140685,0.6273764258555132,3.935361216730038,1.482889733840304,1.026615969581749,2.4524714828897336,0.1140684410646387,0.0570342205323193,0.3422053231939163,7.072243346007604,0.0,2.0,0.0,0.0,0.0,0.0,20.0,1578.0
Florentino Luís,Burnley,MF,25,2105,0.0,0.09,0.56,0.09,0.47,1.709,2.094,1.709,0.342,0.043,16000000.0,Portugal,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/357162-1701295561.jpg?lm=1,DM,,DM,florentino luis,,,,,,0.044,0.044,0.023,0.545,0.545,0.206,0,2,,,75,1.973684210526316,0.0,38,1.0,0.22,6.69,85.51,65.28,9.09,33.33,54.44,47.06,49.76,49.24,0.5524079320113314,0.0,2.379603399433428,0.1274787535410765,0.5949008498583569,1.742209631728045,4.80169971671388,1.019830028328612,2.082152974504249,4.461756373937677,0.1699716713881019,0.2124645892351274,0.2974504249291784,7.266288951841359,0.0,1.0,0.0,0.0,0.0,0.0,31.0,2118.0
Hannibal Mejbri,Burnley,MF,22,1229,0.07,0.29,1.39,0.37,2.19,0.511,1.241,1.679,3.358,0.219,15000000.0,Tunisia,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/607224-1695240171.jpg?lm=1,BX,,CM,hannibal mejbri,,,,,,0.054,0.054,0.204,1.511,1.367,0.428,1,4,,,75,1.973684210526316,0.0,38,1.0,0.22,6.74,77.25,40.0,35.48,58.82,58.62,18.75,55.17,49.51,1.5083798882681565,0.3591380686352753,0.5027932960893855,0.5746209098164405,0.2154828411811652,0.5746209098164405,4.668794892258579,0.4309656823623304,1.221069433359936,6.895450917797287,0.1436552274541101,0.8619313647246608,1.4365522745411012,12.354349561053471,0.0,1.0,0.0,0.0,0.0,0.0,27.0,1253.0
Hjalmar Ekdal,Burnley,DF,26,1539,0.0,0.0,0.35,0.06,0.058,0.702,0.994,0.292,0.409,0.117,5000000.0,Sweden,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/392179-1685717602.jpg?lm=1,CB,,CB,hjalmar ekdal,2027-06-30,392179.0,2026-07-09T08:39:51,2023-01-21,,0.035,0.035,0.01,0.233,0.35,0.158,0,0,,,75,1.973684210526316,0.0,38,1.0,0.22,6.67,85.02,38.46,0.0,50.0,66.67,61.9,67.39,63.85,0.2339181286549707,0.0,7.309941520467835,0.1169590643274853,0.7602339181286549,0.7017543859649122,2.8654970760233915,3.04093567251462,0.935672514619883,1.8128654970760232,0.1169590643274853,0.0,0.1169590643274853,2.222222222222222,0.0,2.0,0.0,0.0,0.0,0.0,19.0,1539.0
Jacob Bruun Larsen,Burnley,"MF,FW",26,1030,0.0,0.09,1.49,0.35,3.684,0.526,0.263,0.088,0.0,0.351,4000000.0,Denmark,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/293281-1657201254.jpg?lm=1,LW,,LW,jacob bruun larsen,2029-06-30,293281.0,2026-07-09T08:39:51,2025-07-11,,0.129,0.129,0.124,1.077,1.525,0.406,0,1,,,75,1.973684210526316,0.0,38,1.0,0.22,6.52,81.51,30.0,21.43,28.57,33.33,39.29,34.38,35.87,1.0404624277456649,0.1734104046242774,1.1271676300578035,0.6069364161849711,0.0867052023121387,0.5202312138728323,2.6878612716763004,0.953757225433526,0.3468208092485549,1.907514450867052,0.0,0.4335260115606936,0.8670520231213873,9.277456647398845,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1038.0
Jaidon Anthony,Burnley,MF,25,2722,0.26,0.07,1.82,0.76,2.649,0.53,0.695,0.894,1.556,0.298,20000000.0,England,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/684210-1637578473.jpg?lm=1,LW,,LW,jaidon anthony,2029-06-30,684210.0,2026-07-07T08:38:34,2025-07-01,,0.18,0.18,0.142,1.199,1.782,0.403,8,2,,,75,1.973684210526316,0.0,38,1.0,0.22,6.78,79.93,47.54,17.5,35.64,52.38,32.43,42.81,41.61,1.2139992708713088,0.1968647466277798,0.8858913598250091,0.4265402843601896,0.2296755377324097,0.4921618665694495,4.626321545752825,0.3937294932555596,0.7218374043018593,4.002916514764856,0.0984323733138899,0.7874589865111192,1.1811884797666787,7.776157491797302,0.0,2.0,0.0,0.0,0.0,0.0,37.0,2743.0
James Ward-Prowse,Burnley,MF,30,684,0.0,0.13,0.39,0.26,6.842,1.974,0.526,0.526,1.447,0.0,5000000.0,England,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/181579-1684751045.jpg?lm=1,BX,RM,CM,james ward-prowse,2026-06-30,181579.0,2026-06-19T14:17:43,2026-01-28,,0.015,0.015,0.285,1.913,0.416,0.297,0,1,,,75,1.973684210526316,0.0,38,1.0,0.22,6.82,88.76,52.83,36.84,28.57,43.75,45.45,53.45,51.25,1.866546438232642,0.6492335437330928,1.3796212804328225,0.2434625788999098,0.5680793507664562,1.623083859332732,3.976555455365194,0.8115419296663661,0.5680793507664562,2.5157799819657347,0.1623083859332732,0.3246167718665464,0.1623083859332732,9.495040577096482,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1109.0
Jaydon Amauri Banel,Burnley,"FW,MF",20,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1000000.0,Netherlands,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/706889-1722415139.jpg?lm=1,LW,ST,LW,jaydon amauri banel,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,75,1.973684210526316,0.0,38,1.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Worrall,Burnley,DF,28,500,0.0,0.0,0.18,0.0,0.0,1.071,0.357,0.714,0.179,0.0,2000000.0,England,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/415970-1712666411.png?lm=1,CB,,CB,joe worrall,2028-06-30,415970.0,2026-07-09T08:39:51,2024-08-22,,0.007,0.007,0.0,0.0,0.188,0.103,0,0,,,75,1.973684210526316,0.0,38,1.0,0.22,6.57,80.65,26.32,0.0,0.0,75.0,50.0,40.0,48.08,0.0,0.0,10.444874274661508,0.0,1.218568665377176,0.8704061895551257,1.7408123791102514,3.655705996131528,0.5222437137330754,0.6963249516441006,0.0,0.0,0.0,1.0444874274661509,0.0,0.0,0.0,0.0,0.0,0.0,11.0,517.0
Josh Cullen,Burnley,MF,29,1514,0.12,0.12,0.65,0.36,0.714,1.429,1.131,0.952,1.071,0.0,4000000.0,Ireland,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/242606-1774468976.jpg?lm=1,BX,,CM,josh cullen,2027-06-30,242606.0,2026-07-09T08:39:51,2022-07-12,,0.06,0.06,0.107,0.763,0.646,0.362,2,2,,,75,1.973684210526316,0.0,38,1.0,0.22,6.91,84.06,43.75,8.33,33.33,58.06,51.52,55.68,54.55,0.7702435813034892,0.2369980250164582,2.0737327188940093,0.2369980250164582,0.6517445687952601,1.3034891375905202,4.325213956550362,1.0072416063199474,1.066491112574062,2.903225806451613,0.1184990125082291,0.1777485187623436,0.1184990125082291,9.716919025674787,0.0,2.0,0.0,0.0,0.0,0.0,18.0,1519.0
Josh Laurent,Burnley,"DF,MF",30,1764,0.05,0.0,0.77,0.2,0.714,1.429,1.276,1.582,0.561,0.102,1500000.0,England,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/314241-1741274126.jpg?lm=1,MF,,CM,josh laurent,2027-06-30,314241.0,2026-07-09T08:39:51,2024-08-30,,0.055,0.055,0.038,0.628,0.785,0.166,1,0,,,75,1.973684210526316,0.0,38,1.0,0.22,6.45,78.07,27.59,26.67,47.37,52.08,52.0,46.9,48.21,0.6057206954570948,0.0,1.968592260235558,0.2019068984856982,0.4038137969713965,1.3628715647784633,3.230510375771172,1.3123948401570389,1.2619181155356145,3.4324172742568706,0.0504767246214245,0.1009534492428491,0.4542905215928211,5.148625911385306,0.0,1.0,0.0,0.0,0.0,0.0,33.0,1783.0
Kyle Walker,Burnley,"DF,MF",35,3096,0.0,0.06,0.12,0.0,1.076,1.25,0.93,0.93,0.64,0.029,1500000.0,England,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/95424-1668090663.jpg?lm=1,RB,,RB,kyle walker,2027-06-30,95424.0,2026-07-09T08:39:51,2025-07-05,,0.003,0.003,0.048,0.377,0.116,0.268,0,2,,,75,1.973684210526316,0.0,38,1.0,0.22,6.61,77.38,39.66,18.92,48.15,58.93,51.09,53.85,52.87,0.3777849531804972,0.0871811430416532,2.964158863416209,0.0871811430416532,0.290603810138844,1.3077171456247982,4.504359057152082,1.365837907652567,0.9589925734581852,2.644494672263481,0.0581207620277688,0.145301905069422,0.3777849531804972,7.468517920568292,0.0,4.0,0.0,0.0,0.0,0.0,36.0,3097.0
Lesley Ugochukwu,Burnley,MF,21,2336,0.12,0.04,0.89,0.31,0.269,0.654,1.0,1.077,1.154,0.038,22000000.0,France,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/711999-1666698684.jpg?lm=1,DM,,DM,lesley ugochukwu,2030-06-30,711999.0,2026-07-09T08:39:51,2025-08-06,,0.0,0.12,0.04,0.12,0.89,0.0,3,1,,,75,1.973684210526316,0.0,38,1.0,0.22,6.72,83.38,53.19,14.29,50.0,49.02,45.61,50.79,49.59,0.3815175922000847,0.0,0.9156422212802034,0.3433658329800763,0.8011869436201781,0.6867316659601526,3.815175922000848,0.9919457397202204,0.953793980500212,3.662568885120814,0.0381517592200084,0.2670623145400593,0.6104281475201356,6.218736752861382,0.0,1.0,0.0,0.0,0.0,0.0,35.0,2359.0
Loum Tchaouna,Burnley,"MF,FW",21,1272,0.14,0.07,1.63,0.64,2.411,0.142,0.638,0.851,1.135,0.071,13000000.0,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/607226-1695710683.jpg?lm=1,RW,,RW,loum tchaouna,2030-06-30,607226.0,2026-07-09T08:39:51,2025-07-02,,0.089,0.089,0.085,0.923,1.632,0.299,2,1,,,75,1.973684210526316,0.0,38,1.0,0.22,6.56,75.15,59.09,29.41,33.33,50.0,35.9,41.24,39.71,0.8890577507598785,0.0683890577507598,0.6838905775075989,0.615501519756839,0.0683890577507598,0.1367781155015197,2.5987841945288754,0.9574468085106383,0.615501519756839,2.7355623100303954,0.1367781155015197,0.4103343465045593,0.4787234042553192,6.702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1316.0
Lucas,Burnley,"MF,DF",24,1409,0.0,0.0,1.02,0.26,3.567,1.21,1.401,0.955,0.255,0.318,4000000.0,Brazil,LB,https://img.a.transfermarkt.technology/portrait/medium/927768.png,,,,lucas,,,,,,0.0,0.0,0.0,0.0,1.02,0.0,0,0,,,75,1.973684210526316,0.0,38,1.0,0.22,6.55,83.93,34.15,16.07,64.29,75.86,25.0,46.79,44.63,1.2802275960170697,0.0640113798008534,2.496443812233286,0.3840682788051209,0.3840682788051209,1.2802275960170697,5.5049786628734,0.1920341394025604,1.4082503556187769,3.264580369843528,0.0,0.3840682788051209,1.1522048364153628,8.961593172119489,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1406.0
Lyle Foster,Burnley,"FW,MF",24,1371,0.2,0.13,1.31,0.39,0.395,0.263,0.789,1.447,0.855,0.724,8000000.0,South Africa,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/467623-1779949909.jpg?lm=1,ST,,ST,lyle foster,2028-06-30,467623.0,2026-07-09T08:39:51,2023-01-25,,0.235,0.235,0.075,0.655,1.309,0.391,3,2,,,75,1.973684210526316,0.0,38,1.0,0.22,6.48,70.0,50.0,16.67,45.45,75.0,28.57,34.55,31.73,0.6559766763848397,0.1311953352769679,1.3119533527696794,0.4591836734693877,0.1967930029154519,0.2623906705539359,2.7551020408163267,1.836734693877551,0.7871720116618076,2.492711370262391,0.0,0.5903790087463557,0.6559766763848397,5.182215743440233,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1372.0
Marcus Edwards,Burnley,"MF,FW",26,1067,0.08,0.25,1.94,0.51,1.597,0.252,0.504,0.588,1.513,0.084,6000000.0,England,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/314367-1653379978.jpg?lm=1,RW,AM,RW,marcus edwards,2029-06-30,314367.0,2026-07-09T08:39:51,2025-07-01,,0.195,0.195,0.217,1.708,1.964,0.52,1,3,,,75,1.973684210526316,0.0,38,1.0,0.22,6.68,82.54,50.0,25.0,36.84,45.45,20.0,36.75,35.43,1.6775396085740912,0.5032618825722274,0.3355079217148182,0.7548928238583411,0.0,0.1677539608574091,4.193849021435228,0.1677539608574091,0.4193849021435228,3.606710158434296,0.0,0.6710158434296365,1.174277726001864,11.155638397017707,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1073.0
Martin Dúbravka,Burnley,GK,36,3150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,Slovakia,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/74960-1700237195.jpg?lm=1,GK,,GK,martin dubravka,2026-06-30,74960.0,2026-06-19T14:17:43,2025-08-07,,0.0,0.0,0.0,0.0,0.0,0.081,0,0,66.1,11.4,75,1.973684210526316,0.0,38,1.0,0.22,6.98,58.22,33.78,0.0,0.0,100.0,84.62,87.5,85.29,0.0,0.0,1.6857142857142855,0.0,0.0,0.0,8.314285714285715,0.6285714285714286,0.0285714285714285,0.2,0.0571428571428571,0.0,0.0,1.9428571428571428,3.628571428571429,4.0,0.6857142857142857,0.4285714285714285,1.2,0.0,35.0,3150.0
Max Weiß,Burnley,GK,21,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/829299-1721465999.jpg?lm=1,GK,,GK,max weiss,2029-06-30,829299.0,2026-07-09T08:39:51,2025-07-01,,0.0,0.0,0.054,0.333,0.0,0.104,0,0,76.9,0.0,75,1.973684210526316,0.0,38,1.0,0.22,7.57,60.71,27.87,0.0,0.0,0.0,100.0,0.0,50.0,0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,7.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,3.333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,3.0,270.0
Maxime Estève,Burnley,DF,23,2932,0.0,0.0,0.31,0.03,0.184,1.135,0.828,0.399,0.368,0.0,28000000.0,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/842341-1767956558.jpg?lm=1,CB,,CB,maxime esteve,2030-06-30,842341.0,2026-07-09T08:39:51,2024-07-01,,0.014,0.014,0.021,0.183,0.305,0.136,0,0,,,75,1.973684210526316,0.0,38,1.0,0.22,6.64,86.86,37.96,33.33,60.0,59.09,67.8,64.13,66.19,0.2145045965270684,0.0306435137895812,6.772216547497447,0.0306435137895812,1.0112359550561798,1.1338100102145046,3.4933605720122576,2.4514811031664965,0.7967313585291114,1.8079673135852912,0.0919305413687436,0.0612870275791624,0.0919305413687436,2.8192032686414707,0.0,1.0,0.0,0.0,0.0,0.0,34.0,2937.0
Mike Trésor,Burnley,"FW,MF",26,43,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,2000000.0,Belgium,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/381963-1626766909.jpg?lm=1,AM,LW,LW,mike tresor,2028-06-30,381963.0,2026-07-09T08:39:51,2024-07-01,,0.0,0.0,0.0,0.0,0.0,0.098,0,0,,,75,1.973684210526316,0.0,38,1.0,0.22,6.47,85.19,100.0,33.33,0.0,100.0,0.0,20.0,12.5,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,5.714285714285714,0.0,1.4285714285714286,1.4285714285714286,0.0,1.4285714285714286,0.0,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,6.0,63.0
Oliver Sonne,Burnley,DF,24,169,0.53,0.0,1.6,0.53,2.632,0.526,0.526,2.105,0.0,0.0,4000000.0,Peru,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/541628-1737248490.jpg?lm=1,RB,RM,RB,oliver sonne,2029-06-30,541628.0,2026-07-09T08:39:51,2025-01-01,,0.227,0.227,0.016,0.604,1.812,0.307,1,0,,,75,1.973684210526316,0.0,38,1.0,0.22,6.68,66.1,42.86,20.0,33.33,50.0,71.43,27.27,44.44,0.5454545454545455,0.0,2.181818181818182,0.0,0.0,0.5454545454545455,2.181818181818182,2.7272727272727275,0.5454545454545455,1.6363636363636365,0.0,0.0,0.5454545454545455,8.181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,7.0,165.0
